id,X,Y,Z,tonne,slope,au_ppm,cu_pct,block_val
149,15.0,315.0,285.0,61200.012,50.0,0.0,0.0,-299880.0588
150,15.0,315.0,315.0,61200.012,50.0,0.0,0.0,-299880.0588
151,15.0,315.0,345.0,61200.012,50.0,0.0,0.0,-299880.0588
152,15.0,315.0,375.0,61200.012,50.0,0.0,0.0,-299880.0588
153,15.0,315.0,405.0,60259.865,50.0,0.0,0.0,-295273.3385
154,15.0,315.0,435.0,59.509,50.0,0.0,0.0,-291.5941
155,15.0,345.0,15.0,61200.012,50.0,0.0,0.0,-299880.0588
156,15.0,345.0,45.0,61200.012,50.0,0.0,0.0,-299880.0588
157,15.0,345.0,75.0,61200.012,50.0,0.0,0.0,-299880.0588
158,15.0,345.0,105.0,61200.012,50.0,0.0,0.0,-299880.0588
159,15.0,345.0,135.0,61200.012,50.0,0.0,0.0,-299880.0588
160,15.0,345.0,165.0,61200.012,50.0,0.0,0.0,-299880.0588
161,15.0,345.0,195.0,61200.012,50.0,0.0,0.0,-299880.0588
162,15.0,345.0,225.0,61200.012,50.0,0.0,0.0,-299880.0588
163,15.0,345.0,255.0,61200.012,50.0,0.0,0.0,-299880.0588
164,15.0,345.0,285.0,61200.012,50.0,0.0,0.0,-299880.0588
165,15.0,345.0,315.0,61200.012,50.0,0.0,0.0,-299880.0588
166,15.0,345.0,345.0,61200.012,50.0,0.0,0.0,-299880.0588
167,15.0,345.0,375.0,61200.012,50.0,0.0,0.0,-299880.0588
168,15.0,345.0,405.0,61200.012,50.0,0.0,0.0,-299880.0588
169,15.0,345.0,435.0,1962.494,50.0,0.0,0.0,-9616.2206
170,15.0,375.0,15.0,61200.012,50.0,0.0,0.0,-299880.0588
171,15.0,375.0,45.0,61200.012,50.0,0.0,0.0,-299880.0588
172,15.0,375.0,75.0,61200.012,50.0,0.0,0.0,-299880.0588
173,15.0,375.0,105.0,61200.012,50.0,0.0,0.0,-299880.0588
174,15.0,375.0,135.0,61200.012,50.0,0.0,0.0,-299880.0588
175,15.0,375.0,165.0,61200.012,50.0,0.0,0.0,-299880.0588
176,15.0,375.0,195.0,61200.012,50.0,0.0,0.0,-299880.0588
177,15.0,375.0,225.0,61200.012,50.0,0.0,0.0,-299880.0588
178,15.0,375.0,255.0,61200.012,50.0,0.0,0.0,-299880.0588
179,15.0,375.0,285.0,61200.012,50.0,0.0,0.0,-299880.0588
180,15.0,375.0,315.0,61200.012,50.0,0.0,0.0,-299880.0588
181,15.0,375.0,345.0,61200.012,50.0,0.0,0.0,-299880.0588
182,15.0,375.0,375.0,61200.012,50.0,0.0,0.0,-299880.0588
183,15.0,375.0,405.0,61200.012,50.0,0.0,0.0,-299880.0588
184,15.0,375.0,435.0,4540.359,50.0,0.0,0.0,-22247.759100000003
185,15.0,405.0,15.0,61200.012,50.0,0.0,0.0,-299880.0588
186,15.0,405.0,45.0,61200.012,50.0,0.0,0.0,-299880.0588
187,15.0,405.0,75.0,61200.012,50.0,0.0,0.0,-299880.0588
188,15.0,405.0,105.0,61200.012,50.0,0.0,0.0,-299880.0588
189,15.0,405.0,135.0,61200.012,50.0,0.0,0.0,-299880.0588
190,15.0,405.0,165.0,61200.012,50.0,0.0,0.0,-299880.0588
191,15.0,405.0,195.0,61200.012,50.0,0.0,0.0,-299880.0588
192,15.0,405.0,225.0,61200.012,50.0,0.0,0.0,-299880.0588
193,15.0,405.0,255.0,61200.012,50.0,0.0,0.0,-299880.0588
194,15.0,405.0,285.0,61200.012,50.0,0.0,0.0,-299880.0588
195,15.0,405.0,315.0,61200.012,50.0,0.0,0.0,-299880.0588
196,15.0,405.0,345.0,61200.012,50.0,0.0,0.0,-299880.0588
197,15.0,405.0,375.0,61200.012,50.0,0.0,0.0,-299880.0588
198,15.0,405.0,405.0,61200.012,50.0,0.0,0.0,-299880.0588
199,15.0,405.0,435.0,6963.409,50.0,0.0,0.0,-34120.704099999995
200,15.0,435.0,15.0,61200.012,50.0,0.0,0.0,-299880.0588
201,15.0,435.0,45.0,61200.012,50.0,0.0,0.0,-299880.0588
202,15.0,435.0,75.0,61200.012,50.0,0.0,0.0,-299880.0588
203,15.0,435.0,105.0,61200.012,50.0,0.0,0.0,-299880.0588
204,15.0,435.0,135.0,61200.012,50.0,0.0,0.0,-299880.0588
205,15.0,435.0,165.0,61200.012,50.0,0.0,0.0,-299880.0588
206,15.0,435.0,195.0,61200.012,50.0,0.0,0.0,-299880.0588
207,15.0,435.0,225.0,61200.012,50.0,0.0,0.0,-299880.0588
208,15.0,435.0,255.0,61200.012,50.0,0.0,0.0,-299880.0588
209,15.0,435.0,285.0,61200.012,50.0,0.0,0.0,-299880.0588
210,15.0,435.0,315.0,61200.012,50.0,0.0,0.0,-299880.0588
211,15.0,435.0,345.0,61200.012,50.0,0.0,0.0,-299880.0588
212,15.0,435.0,375.0,61200.012,50.0,0.0,0.0,-299880.0588
213,15.0,435.0,405.0,61200.012,50.0,0.0,0.0,-299880.0588
214,15.0,435.0,435.0,9148.453,50.0,0.0,0.0,-44827.4197
215,15.0,465.0,15.0,61200.012,50.0,0.0,0.0,-299880.0588
216,15.0,465.0,45.0,61200.012,50.0,0.0,0.0,-299880.0588
217,15.0,465.0,75.0,61200.012,50.0,0.0,0.0,-299880.0588
218,15.0,465.0,105.0,61200.012,50.0,0.0,0.0,-299880.0588
219,15.0,465.0,135.0,61200.012,50.0,0.0,0.0,-299880.0588
220,15.0,465.0,165.0,61200.012,50.0,0.0,0.0,-299880.0588
221,15.0,465.0,195.0,61200.012,50.0,0.0,0.0,-299880.0588
222,15.0,465.0,225.0,61200.012,50.0,0.0,0.0,-299880.0588
223,15.0,465.0,255.0,61200.012,50.0,0.0,0.0,-299880.0588
224,15.0,465.0,285.0,61200.012,50.0,0.0,0.0,-299880.0588
225,15.0,465.0,315.0,61200.012,50.0,0.0,0.0,-299880.0588
226,15.0,465.0,345.0,61200.012,50.0,0.0,0.0,-299880.0588
227,15.0,465.0,375.0,61200.012,50.0,0.0,0.0,-299880.0588
228,15.0,465.0,405.0,61200.012,50.0,0.0,0.0,-299880.0588
229,15.0,465.0,435.0,10814.789,50.0,0.0,0.0,-52992.466100000005
230,15.0,495.0,15.0,61200.012,50.0,0.0,0.0,-299880.0588
231,15.0,495.0,45.0,61200.012,50.0,0.0,0.0,-299880.0588
232,15.0,495.0,75.0,61200.012,50.0,0.0,0.0,-299880.0588
233,15.0,495.0,105.0,61200.012,50.0,0.0,0.0,-299880.0588
234,15.0,495.0,135.0,61200.012,50.0,0.0,0.0,-299880.0588
235,15.0,495.0,165.0,61200.012,50.0,0.0,0.0,-299880.0588
236,15.0,495.0,195.0,61200.012,50.0,0.0,0.0,-299880.0588
237,15.0,495.0,225.0,61200.012,50.0,0.0,0.0,-299880.0588
238,15.0,495.0,255.0,61200.012,50.0,0.0,0.0,-299880.0588
239,15.0,495.0,285.0,61200.012,50.0,0.0,0.0,-299880.0588
240,15.0,495.0,315.0,61200.012,50.0,0.0,0.0,-299880.0588
241,15.0,495.0,345.0,61200.012,50.0,0.0,0.0,-299880.0588
242,15.0,495.0,375.0,61200.012,50.0,0.0,0.0,-299880.0588
243,15.0,495.0,405.0,61200.012,50.0,0.0,0.0,-299880.0588
244,15.0,495.0,435.0,12013.962,50.0,0.0,0.0,-58868.413799999995
245,15.0,525.0,15.0,61200.012,50.0,0.0,0.0,-299880.0588
246,15.0,525.0,45.0,61200.012,50.0,0.0,0.0,-299880.0588
247,15.0,525.0,75.0,61200.012,50.0,0.0,0.0,-299880.0588
248,15.0,525.0,105.0,61200.012,50.0,0.0,0.0,-299880.0588
249,15.0,525.0,135.0,61200.012,50.0,0.0,0.0,-299880.0588
250,15.0,525.0,165.0,61200.012,50.0,0.0,0.0,-299880.0588
251,15.0,525.0,195.0,61200.012,50.0,0.0,0.0,-299880.0588
252,15.0,525.0,225.0,61200.012,50.0,0.0,0.0,-299880.0588
253,15.0,525.0,255.0,61200.012,50.0,0.0,0.0,-299880.0588
254,15.0,525.0,285.0,61200.012,50.0,0.0,0.0,-299880.0588
255,15.0,525.0,315.0,61200.012,50.0,0.0,0.0,-299880.0588
256,15.0,525.0,345.0,61200.012,50.0,0.0,0.0,-299880.0588
257,15.0,525.0,375.0,61200.012,50.0,0.0,0.0,-299880.0588
258,15.0,525.0,405.0,61200.012,50.0,0.0,0.0,-299880.0588
259,15.0,525.0,435.0,12337.212,50.0,0.0,0.0,-60452.3388
260,15.0,555.0,15.0,61200.012,50.0,0.0,0.0,-299880.0588
261,15.0,555.0,45.0,61200.012,50.0,0.0,0.0,-299880.0588
262,15.0,555.0,75.0,61200.012,50.0,0.0,0.0,-299880.0588
263,15.0,555.0,105.0,61200.012,50.0,0.0,0.0,-299880.0588
264,15.0,555.0,135.0,61200.012,50.0,0.0,0.0,-299880.0588
265,15.0,555.0,165.0,61200.012,50.0,0.0,0.0,-299880.0588
266,15.0,555.0,195.0,61200.012,50.0,0.0,0.0,-299880.0588
267,15.0,555.0,225.0,61200.012,50.0,0.0,0.0,-299880.0588
268,15.0,555.0,255.0,61200.012,50.0,0.0,0.0,-299880.0588
269,15.0,555.0,285.0,61200.012,50.0,0.0,0.0,-299880.0588
270,15.0,555.0,315.0,61200.012,50.0,0.0,0.0,-299880.0588
271,15.0,555.0,345.0,61200.012,50.0,0.0,0.0,-299880.0588
272,15.0,555.0,375.0,61200.012,50.0,0.0,0.0,-299880.0588
273,15.0,555.0,405.0,61200.012,50.0,0.0,0.0,-299880.0588
274,15.0,555.0,435.0,12398.613,50.0,0.0,0.0,-60753.2037
275,15.0,585.0,15.0,61200.012,50.0,0.0,0.0,-299880.0588
276,15.0,585.0,45.0,61200.012,50.0,0.0,0.0,-299880.0588
277,15.0,585.0,75.0,61200.012,50.0,0.0,0.0,-299880.0588
278,15.0,585.0,105.0,61200.012,50.0,0.0,0.0,-299880.0588
279,15.0,585.0,135.0,61200.012,50.0,0.0,0.0,-299880.0588
280,15.0,585.0,165.0,61200.012,50.0,0.0,0.0,-299880.0588
281,15.0,585.0,195.0,61200.012,50.0,0.0,0.0,-299880.0588
282,15.0,585.0,225.0,61200.012,50.0,0.0,0.0,-299880.0588
283,15.0,585.0,255.0,61200.012,50.0,0.0,0.0,-299880.0588
284,15.0,585.0,285.0,61200.012,50.0,0.0,0.0,-299880.0588
285,15.0,585.0,315.0,61200.012,50.0,0.0,0.0,-299880.0588
286,15.0,585.0,345.0,61200.012,50.0,0.0,0.0,-299880.0588
287,15.0,585.0,375.0,61200.012,50.0,0.0,0.0,-299880.0588
288,15.0,585.0,405.0,61200.012,50.0,0.0,0.0,-299880.0588
289,15.0,585.0,435.0,12993.21,50.0,0.0,0.0,-63666.72899999999
290,15.0,615.0,15.0,61200.012,50.0,0.0,0.0,-299880.0588
291,15.0,615.0,45.0,61200.012,50.0,0.0,0.0,-299880.0588
292,15.0,615.0,75.0,61200.012,50.0,0.0,0.0,-299880.0588
293,15.0,615.0,105.0,61200.012,50.0,0.0,0.0,-299880.0588
294,15.0,615.0,135.0,61200.012,50.0,0.0,0.0,-299880.0588
295,15.0,615.0,165.0,61200.012,50.0,0.0,0.0,-299880.0588
296,15.0,615.0,195.0,61200.012,50.0,0.0,0.0,-299880.0588
297,15.0,615.0,225.0,61200.012,50.0,0.0,0.0,-299880.0588
298,15.0,615.0,255.0,61200.012,50.0,0.0,0.0,-299880.0588
299,15.0,615.0,285.0,61200.012,50.0,0.0,0.0,-299880.0588
300,15.0,615.0,315.0,61200.012,50.0,0.0,0.0,-299880.0588
301,15.0,615.0,345.0,61200.012,50.0,0.0,0.0,-299880.0588
302,15.0,615.0,375.0,61200.012,50.0,0.0,0.0,-299880.0588
303,15.0,615.0,405.0,61200.012,50.0,0.0,0.0,-299880.0588
304,15.0,615.0,435.0,13925.163,50.0,0.0,0.0,-68233.2987
305,15.0,645.0,15.0,61200.012,50.0,0.0,0.0,-299880.0588
306,15.0,645.0,45.0,61200.012,50.0,0.0,0.0,-299880.0588
307,15.0,645.0,75.0,61200.012,50.0,0.0,0.0,-299880.0588
308,15.0,645.0,105.0,61200.012,50.0,0.0,0.0,-299880.0588
309,15.0,645.0,135.0,61200.012,50.0,0.0,0.0,-299880.0588
310,15.0,645.0,165.0,61200.012,50.0,0.0,0.0,-299880.0588
311,15.0,645.0,195.0,61200.012,50.0,0.0,0.0,-299880.0588
312,15.0,645.0,225.0,61200.012,50.0,0.0,0.0,-299880.0588
313,15.0,645.0,255.0,61200.012,50.0,0.0,0.0,-299880.0588
314,15.0,645.0,285.0,61200.012,50.0,0.0,0.0,-299880.0588
315,15.0,645.0,315.0,61200.012,50.0,0.0,0.0,-299880.0588
316,15.0,645.0,345.0,61200.012,50.0,0.0,0.0,-299880.0588
317,15.0,645.0,375.0,61200.012,50.0,0.0,0.0,-299880.0588
318,15.0,645.0,405.0,61200.012,50.0,0.0,0.0,-299880.0588
319,15.0,645.0,435.0,14801.125,50.0,0.0,0.0,-72525.5125
320,15.0,675.0,15.0,61200.012,50.0,0.0,0.0,-299880.0588
321,15.0,675.0,45.0,61200.012,50.0,0.0,0.0,-299880.0588
322,15.0,675.0,75.0,61200.012,50.0,0.0,0.0,-299880.0588
323,15.0,675.0,105.0,61200.012,50.0,0.0,0.0,-299880.0588
324,15.0,675.0,135.0,61200.012,50.0,0.0,0.0,-299880.0588
325,15.0,675.0,165.0,61200.012,50.0,0.0,0.0,-299880.0588
326,15.0,675.0,195.0,61200.012,50.0,0.0,0.0,-299880.0588
327,15.0,675.0,225.0,61200.012,50.0,0.0,0.0,-299880.0588
328,15.0,675.0,255.0,61200.012,50.0,0.0,0.0,-299880.0588
329,15.0,675.0,285.0,61200.012,50.0,0.0,0.0,-299880.0588
330,15.0,675.0,315.0,61200.012,50.0,0.0,0.0,-299880.0588
331,15.0,675.0,345.0,61200.012,50.0,0.0,0.0,-299880.0588
332,15.0,675.0,375.0,61200.012,50.0,0.0,0.0,-299880.0588
333,15.0,675.0,405.0,61200.012,50.0,0.0,0.0,-299880.0588
334,15.0,675.0,435.0,14708.344,50.0,0.0,0.0,-72070.8856
335,15.0,705.0,15.0,61200.012,50.0,0.0,0.0,-299880.0588
336,15.0,705.0,45.0,61200.012,50.0,0.0,0.0,-299880.0588
337,15.0,705.0,75.0,61200.012,50.0,0.0,0.0,-299880.0588
338,15.0,705.0,105.0,61200.012,50.0,0.0,0.0,-299880.0588
339,15.0,705.0,135.0,61200.012,50.0,0.0,0.0,-299880.0588
340,15.0,705.0,165.0,61200.012,50.0,0.0,0.0,-299880.0588
341,15.0,705.0,195.0,61200.012,50.0,0.0,0.0,-299880.0588
342,15.0,705.0,225.0,61200.012,50.0,0.0,0.0,-299880.0588
343,15.0,705.0,255.0,61200.012,50.0,0.0,0.0,-299880.0588
344,15.0,705.0,285.0,61200.012,50.0,0.0,0.0,-299880.0588
345,15.0,705.0,315.0,61200.012,50.0,0.0,0.0,-299880.0588
346,15.0,705.0,345.0,61200.012,50.0,0.0,0.0,-299880.0588
347,15.0,705.0,375.0,61200.012,50.0,0.0,0.0,-299880.0588
348,15.0,705.0,405.0,61200.012,50.0,0.0,0.0,-299880.0588
349,15.0,705.0,435.0,14063.606,50.0,0.0,0.0,-68911.6694
350,15.0,735.0,15.0,61200.012,50.0,0.0,0.0,-299880.0588
351,15.0,735.0,45.0,61200.012,50.0,0.0,0.0,-299880.0588
352,15.0,735.0,75.0,61200.012,50.0,0.0,0.0,-299880.0588
353,15.0,735.0,105.0,61200.012,50.0,0.0,0.0,-299880.0588
354,15.0,735.0,135.0,61200.012,50.0,0.0,0.0,-299880.0588
355,15.0,735.0,165.0,61200.012,50.0,0.0,0.0,-299880.0588
356,15.0,735.0,195.0,61200.012,50.0,0.0,0.0,-299880.0588
357,15.0,735.0,225.0,61200.012,50.0,0.0,0.0,-299880.0588
358,15.0,735.0,255.0,61200.012,50.0,0.0,0.0,-299880.0588
359,15.0,735.0,285.0,61200.012,50.0,0.0,0.0,-299880.0588
360,15.0,735.0,315.0,61200.012,50.0,0.0,0.0,-299880.0588
361,15.0,735.0,345.0,61200.012,50.0,0.0,0.0,-299880.0588
362,15.0,735.0,375.0,61200.012,50.0,0.0,0.0,-299880.0588
363,15.0,735.0,405.0,61200.012,50.0,0.0,0.0,-299880.0588
364,15.0,735.0,435.0,13412.415,50.0,0.0,0.0,-65720.83350000001
365,15.0,765.0,15.0,61200.012,50.0,0.0,0.0,-299880.0588
